Supplier_ID,Supplier_Name,Region,Industry,On_Time_Delivery_Rate,Financial_Stability_Score,Disruption_Type,Severity,Time_To_Recovery_Days,Disruption_Cost_USD,Insurance_Coverage_Percentage,Penalty_Cost_USD,Compensation_Paid_USD
5311fcce-1e2e-4f2a-b132-62433d75638f,Franco and Sons,New Caledonia,Pharmaceuticals,63.17,51,Supplier Bankruptcy,Medium,104,405826.29,77.08,26016.49,93015.39
167e2aa0-307b-4eab-82d9-017d4dabf120,"Waller, Gregory and Hansen",Philippines,Electronics,97.91,83,Labor Strike,Medium,46,457354.04,63.55,35919.53,166705.55
b4ad53fb-f547-4b20-b479-40292675fa5a,Simmons LLC,Macao,Retail,98.82,74,Port Congestion,Low,20,42730.49,56.57,7352.71,18557.85
67a3ae24-f840-489e-be94-59d2ddf7e7a0,Dixon Group,Wallis and Futuna,Food & Beverage,63.99,82,Natural Disaster,Low,24,46207.7,92.17,8571.81,3618.06
954abb46-aebb-4e51-83f6-d1aa3bad551e,Dean Ltd,Antigua and Barbuda,Retail,65.61,27,Supplier Bankruptcy,Medium,124,215993.08,88.1,39479.26,25703.18
c0919ba1-164c-46dd-93c8-670933491b89,Kelley and Sons,Myanmar,Automotive,60.78,89,Port Congestion,Low,2,18236.04,68.69,1908.65,5709.7
75a35295-80fb-40d6-82f8-b568515c0d2a,Medina-Anderson,Solomon Islands,Automotive,87.58,63,Logistics Delay,Low,6,29916.24,69.59,3855.22,9097.53
ade223e7-6df7-4148-8675-1c6d71f42ba7,"Gallegos, Hendricks and Cline",French Polynesia,Retail,75.67,44,Labor Strike,Medium,178,332395.78,60.4,64787.2,131628.73
2823ff02-8d6a-4456-8a9b-517e73202090,Cervantes Inc,Dominica,Food & Beverage,63.16,78,Logistics Delay,High,130,3799660.08,70.5,575197.16,1120899.72
a59bd70b-3980-4678-8f86-02ad21931b13,Cook-Morgan,Honduras,Food & Beverage,69.81,82,Logistics Delay,Medium,9,246194.43,73.38,32404.39,65536.96
b7ec59a8-8090-415c-ab68-ed7dcc843b74,Walton-Stephenson,Gibraltar,Food & Beverage,86.09,39,Raw Material Shortage,Low,15,36370.31,89.5,6289.88,3818.88
aa427403-75f8-44fa-8bed-b71938a784dd,Pennington LLC,United States of America,Electronics,80.1,80,Labor Strike,Low,13,10103.55,62.87,1332.15,3751.45
7516c6c7-601f-4a70-9770-f87c72007009,"Fleming, Cortez and Flores",Guernsey,Food & Beverage,79.67,3,Port Congestion,Medium,179,205199.79,70.66,10280.28,60205.62
c95556f5-b5ff-45f9-99e6-0a720328a8ab,"Rodriguez, Beck and Chung",Kazakhstan,Pharmaceuticals,60.92,56,Logistics Delay,Low,15,42672.56,83.77,5900.5,6925.76
6e0f3e05-eb76-4dfa-87f9-6731bcf69f9a,Turner LLC,China,Pharmaceuticals,81.96,26,Cyber Attack,Medium,5,223084.5,53.9,18480.91,102841.95
6548eb3b-aaef-4994-9ea9-7c462a8cfcdd,Gonzalez-Neal,Madagascar,Electronics,65.91,77,Raw Material Shortage,Low,13,24958.39,58.52,3599.61,10352.74
7197addd-cd47-4de2-9183-7bb80a5bf3a8,"Coleman, Simon and Shaw",Hong Kong,Electronics,68.2,44,Labor Strike,Low,25,25913.13,58.49,2905.15,10756.54
f62c747c-0736-414c-9e5b-003a6b13a508,Berry-Hanson,Northern Mariana Islands,Food & Beverage,60.3,27,Regulatory Issue,Low,10,42349.33,72.22,4683.65,11764.64
1551a220-0e08-4e2b-871b-fcb780fd43e9,Cain and Sons,Lithuania,Food & Beverage,77.35,82,Supplier Bankruptcy,Low,21,36687.35,86.25,2503.39,5044.51
512af654-22b6-4a2f-be5a-8981d2f8a3dc,Lowe and Sons,Thailand,Pharmaceuticals,86.15,23,Port Congestion,High,34,2615430.53,54.51,355012.23,1189759.35
acd8bd62-9283-4eff-88e5-e2f412ec6f37,Taylor LLC,United States of America,Electronics,79.08,11,Port Congestion,Medium,3,158014.36,58.41,14748.22,65718.17
e442795f-4642-4031-891a-bf3e5e016d0f,Salazar-Duncan,Dominica,Automotive,81.7,73,Natural Disaster,Low,30,36960.27,57.89,6721.17,15563.97
6cf6316d-eca6-4250-91c7-045774e2bc00,Singh-Greene,Germany,Retail,92.58,4,Port Congestion,High,111,4093717.76,90.18,764599.67,402003.08
7acefd98-4c55-49b2-a3bc-6abf246fee55,Wallace-Washington,Mozambique,Electronics,63.61,25,Labor Strike,Low,28,13340.25,62.05,715.23,5062.62
88f92195-1246-41e5-824c-66c99b0fdab6,"Garza, Torres and Kim",Vietnam,Retail,60.77,73,Raw Material Shortage,Low,16,30236.2,52.82,5271.56,14265.44
3896c2dd-6d07-4757-a5a6-e95ec4fecef1,Bryan LLC,Czech Republic,Electronics,79.81,49,Labor Strike,Medium,84,466404.99,97.6,66761.22,11193.72
2ad0014a-bbaf-4bde-a26a-86f4adf87a7b,Walls Inc,Korea,Retail,76.24,20,Supplier Bankruptcy,Low,6,13065.71,79.63,2239.93,2661.49
9bd5b1fc-df96-48be-a75c-1bd0ba8f60a3,Adams PLC,Cocos (Keeling) Islands,Automotive,60.43,100,Supplier Bankruptcy,Low,14,37239.09,74.68,6575.84,9428.94
a9b14200-fc65-4ef1-ad65-3801004617cf,Clark-Armstrong,Brunei Darussalam,Retail,95.24,20,Labor Strike,High,74,4342636.25,89.12,315175.39,472478.82
05edc625-b2d8-4874-973b-38a31e711e8f,Gardner LLC,Somalia,Pharmaceuticals,73.07,13,Raw Material Shortage,Low,16,12227.38,53.89,2113.32,5638.04
9dd8955d-b21e-40e0-ba25-3fb9561bfa4d,Cunningham-Bailey,Belarus,Electronics,96.27,16,Regulatory Issue,Low,23,28651.23,94.3,3973.47,1633.12
7a5c8b9d-4c80-428f-b912-610696261b46,"Chambers, Hall and Stone",Philippines,Pharmaceuticals,83.95,41,Regulatory Issue,Medium,10,335320.63,55.91,27476.33,147842.87
3dbc5e4a-7bd0-411a-b9b8-31d88ae0d16b,Wilson-Sanders,Bangladesh,Retail,73.52,24,Natural Disaster,High,129,3879734.64,84.18,616149.86,613774.02
eb7ea939-9811-4c7d-845b-d25470760d18,Carey-Garcia,Cocos (Keeling) Islands,Food & Beverage,86.57,47,Supplier Bankruptcy,Low,9,11611.47,96.43,2116.56,414.53
711899ce-d964-41f1-9401-6a2516c252e8,Mcgee-Davis,Cyprus,Retail,69.39,8,Cyber Attack,Low,26,35722.77,64.49,2612.42,12685.16
68b0fc44-5b44-4242-ac24-f536fb0da5f2,Dennis Inc,Isle of Man,Electronics,65.55,44,Natural Disaster,Medium,34,137031.64,76.87,12814.85,31695.42
e67cc1b9-666a-4e4d-9c0a-345474964bf0,Tate and Sons,Grenada,Pharmaceuticals,69.92,20,Logistics Delay,High,22,1487051.15,74.33,169067.17,381726.03
020ea596-a841-4916-976f-25aeb558800c,"Bell, Mcmillan and Freeman",Kenya,Electronics,71.99,24,Port Congestion,Low,20,24110.77,71.97,1652.18,6758.25
22c4484c-f817-4905-927a-45d0b888c546,Robertson PLC,China,Pharmaceuticals,93.84,36,Port Congestion,Medium,112,126463.86,57.89,20053.31,53253.93
1e623372-4b5c-40b5-a52a-737da2678bc2,Martinez-Greene,Jordan,Food & Beverage,88.02,25,Cyber Attack,Medium,136,237656.92,63.45,45813.72,86863.6
1014c692-1a67-4db0-b23b-d2b70c79abf8,Peterson-Lambert,Cocos (Keeling) Islands,Retail,83.94,35,Natural Disaster,Medium,167,261020.56,77.59,43556.03,58494.71
0defe449-7892-4789-a594-246fb565396a,"Diaz, Frederick and Sutton",Morocco,Electronics,69.63,40,Cyber Attack,Low,2,29639.36,79.97,4313.87,5936.76
261050d8-0621-43a1-87ff-6d754988904a,Allen-Richards,Albania,Food & Beverage,67.87,63,Natural Disaster,High,141,2112477.96,73.96,131105.68,550089.26
fa5d68ce-8874-4847-a2e8-aaab6b22db80,Johnson PLC,Anguilla,Automotive,75.2,42,Cyber Attack,Low,18,28047.65,79.4,4522.56,5777.82
9413da30-1e7e-40df-a467-1be400953cfc,Smith-Hill,Iran,Pharmaceuticals,86.13,46,Raw Material Shortage,Low,1,20120.49,79.07,1375.33,4211.22
c0ff9dce-51e0-42bb-9f8a-088506a72e7a,Lam-Brown,Burkina Faso,Pharmaceuticals,63.23,75,Port Congestion,Medium,68,441715.19,70.98,44776.22,128185.75
21b06b1a-74da-4b60-bc91-6d04a3691440,Holloway Group,Gabon,Automotive,61.37,40,Labor Strike,Low,26,24897.73,71.16,1324.51,7180.51
d91aeaef-181b-477f-98a4-66c3eb9e62f7,Nguyen-Garrett,Ecuador,Pharmaceuticals,71.66,95,Natural Disaster,Low,26,16122.89,69.71,822.56,4883.62
924257ac-1cb2-4e85-b1c4-b00975675b4f,Salazar and Sons,Angola,Food & Beverage,79.22,12,Logistics Delay,Medium,110,200253.41,99.96,36499.5,80.1
eaae5550-1bff-4fbc-a8ba-e4c2e7892966,"Johnson, Martin and Daniel",Sweden,Pharmaceuticals,97.38,92,Supplier Bankruptcy,Medium,30,373440.45,70.52,22470.14,110090.24
f9f2099a-1b30-45c0-8556-440ae277b122,Gardner Group,Norway,Food & Beverage,81.97,24,Cyber Attack,Low,9,44054.83,84.53,3320.04,6815.28
5706aeda-80a3-4ad0-bb86-3b4df5067373,"Smith, Wade and Lawrence",Swaziland,Electronics,73.03,22,Logistics Delay,Low,22,21562.99,91.55,2515.42,1822.07
64f76a3a-ce9a-48db-829d-a57fd78e1b81,"Roberts, Johnson and Mueller",Ukraine,Food & Beverage,89.58,90,Cyber Attack,Medium,1,491776.65,52.76,75531.93,232315.29
36f4eb52-4e99-4c19-b511-2fc3673b3e52,Wilson-Campbell,Poland,Food & Beverage,63.81,7,Regulatory Issue,High,139,1734721.83,60.39,235856.14,687123.32
460638fd-1c44-45a0-a5f7-08a724b3a605,"Adams, Washington and Gibbs",Uzbekistan,Electronics,87.72,63,Regulatory Issue,Medium,5,144458.88,85.77,15847.93,20556.5
2493440f-d584-466b-ae3f-fa5846e35a45,Harrington-Adams,Malta,Electronics,66.21,97,Cyber Attack,Low,28,39471.04,62.53,6032.49,14789.8
7772da84-c9ae-4128-b3af-043f18fefcc1,"Hunter, Weber and Juarez",Wallis and Futuna,Automotive,77.39,44,Labor Strike,High,8,1861933.98,98.21,176421.0,33328.62
5db72a9b-bb4b-45b3-9bb9-2e1a98a37765,"Shah, Townsend and Mathis",Heard Island and McDonald Islands,Electronics,94.39,97,Natural Disaster,Low,10,16333.66,56.1,2118.39,7170.48
18b5897b-70de-4d5d-825c-573f6764d1d6,Guzman and Sons,Bangladesh,Retail,66.58,44,Raw Material Shortage,High,66,4804315.3,71.88,501716.14,1350973.46
340af003-58ff-410c-afb1-b7caadb60605,"Holmes, Terry and Jones",Malawi,Retail,69.03,42,Natural Disaster,Medium,173,151320.58,57.0,22481.49,65067.85
b5cc8d7a-5496-4f2d-9366-0542e3ad019d,"Hayden, Rasmussen and Schmidt",Serbia,Food & Beverage,74.49,67,Labor Strike,Low,21,35514.92,68.92,2804.74,11038.04
dd07cd95-3803-4133-b785-f5d6d2b33334,Ward LLC,Panama,Electronics,89.92,80,Labor Strike,High,16,3486186.81,63.33,325466.1,1278384.7
c4fccb52-0a29-444c-978b-7129556c7cf5,Anderson-Alexander,Reunion,Pharmaceuticals,68.2,65,Natural Disaster,Medium,73,330858.92,84.42,35328.13,51547.82
26fd497d-401c-46e9-b2e5-c3e873908f3f,Peters and Sons,Faroe Islands,Food & Beverage,91.54,37,Supplier Bankruptcy,Medium,37,276464.35,79.38,19846.79,57006.95
30296da8-ea52-43b4-ae51-8d37a063161f,"Brown, Martin and Vargas",Tanzania,Food & Beverage,87.5,71,Port Congestion,Low,24,26130.87,96.56,4796.14,898.9
c2f09891-2afa-48ad-bc73-9a4af93d34ba,Garcia PLC,Bangladesh,Retail,90.23,87,Regulatory Issue,Low,4,35704.8,87.08,1929.68,4613.06
6eb63ac7-1acc-48a1-8f22-cc939ef6647e,Wagner Ltd,Niue,Electronics,76.64,5,Labor Strike,Low,26,47783.65,89.28,9422.87,5122.41
8110db08-bb44-43ea-b111-38c64a4a54b4,Mcmillan-Hobbs,Israel,Pharmaceuticals,81.38,99,Labor Strike,High,129,772144.07,90.62,38989.6,72427.11
e74b09b9-521d-4e5a-8f82-9359f5a64feb,Mills and Sons,Cayman Islands,Retail,76.17,10,Regulatory Issue,Low,30,43793.1,82.63,7139.11,7606.86
953c37f2-dbb8-4b83-a8b7-90df3cdb4db4,Davis-Terry,Bulgaria,Food & Beverage,97.66,91,Logistics Delay,Low,15,48810.21,50.67,7146.99,24078.08
f2afc8c3-a3d0-4d55-8062-ba3bdc7dfe1b,"Hamilton, Green and Johnston",South Georgia and the South Sandwich Islands,Food & Beverage,70.1,4,Regulatory Issue,Low,4,37539.99,86.12,4129.61,5210.55
92fa715e-d5bd-49c3-a2e1-b822fb786cf1,Martinez-Ward,British Virgin Islands,Automotive,74.05,31,Cyber Attack,Low,6,22530.76,89.78,4303.78,2302.64
3e387bf3-4e84-47c3-9657-37c1db9278d6,Byrd-Hogan,Uruguay,Electronics,91.55,61,Raw Material Shortage,Low,25,26203.5,92.45,4116.76,1978.36
92acbfb5-5e48-4bcd-ba2f-e783f52fb3db,Sanchez PLC,Iran,Automotive,72.83,56,Natural Disaster,Low,23,14853.58,93.19,2213.56,1011.53
3493883e-70c6-4161-aaeb-abc14f2e89ef,"Robinson, Parsons and Ruiz",Macedonia,Electronics,60.01,45,Logistics Delay,Low,21,34191.01,56.35,2220.49,14924.38
fb293842-55a4-4f27-84f4-88473ffdafca,Ray-Garcia,Bolivia,Retail,72.84,9,Cyber Attack,Medium,140,405184.51,50.8,66149.52,199350.78
fd546dfe-9964-4f42-848b-e1829fba3e73,Johnson-Williams,Swaziland,Electronics,97.08,52,Logistics Delay,Low,2,31348.69,93.1,4110.05,2163.06
7910599e-c7b7-4f28-8bb1-dfcea3c279ac,"Greer, Scott and Cervantes",Iraq,Pharmaceuticals,67.16,63,Raw Material Shortage,Medium,102,222278.98,87.36,35552.81,28096.06
13587d00-c1c8-44ab-beb1-4254c90c19c1,Jenkins-Garcia,Zimbabwe,Automotive,63.22,41,Regulatory Issue,Low,29,36396.88,99.71,5877.88,105.55
cc51da91-2bae-408c-bc22-b15446d567a8,Sims-Calderon,Slovenia,Pharmaceuticals,75.64,82,Natural Disaster,Low,17,12888.09,64.15,656.58,4620.38
81b85dcf-59c3-40da-b342-2adb00bec37c,Mcclain-Richards,Cook Islands,Retail,64.0,71,Natural Disaster,High,148,4770566.74,92.78,810246.72,344434.92
b579d49b-bf9d-470d-b5c8-51b5d959018b,"Harris, Dennis and Lane",Liberia,Food & Beverage,63.34,84,Port Congestion,Low,18,38576.54,62.17,3215.9,14593.51
ebf395cc-69d0-46ad-818a-0630a201032d,Burgess-Warren,Finland,Electronics,65.62,21,Regulatory Issue,Low,13,44204.18,75.44,4915.65,10856.55
32f7112d-dbfd-4822-8698-d939455e8463,Davis Inc,Cocos (Keeling) Islands,Electronics,89.28,89,Cyber Attack,Medium,109,178377.33,85.9,20050.48,25151.2
9c7c6617-4cce-4142-84b5-b4076901f55a,Lopez-Bowers,Ukraine,Food & Beverage,84.74,54,Raw Material Shortage,Low,22,30804.6,76.09,4699.5,7365.38
b626870c-92d3-4f2b-a66e-c3dd05becc85,"Taylor, Miller and Brown",Latvia,Electronics,73.94,79,Labor Strike,Low,14,24520.83,72.07,2784.64,6848.67
43eecbcd-2fde-4cfd-a595-9c250baa6718,Grant-Warren,Austria,Electronics,61.83,51,Supplier Bankruptcy,Low,17,22612.04,73.5,3768.79,5992.19
11bb7821-dfbe-4ecf-8904-b2ce2674c623,Durham-White,Sao Tome and Principe,Food & Beverage,62.02,48,Labor Strike,Medium,123,437028.91,89.85,44479.88,44358.43
0858abb3-7beb-4db0-8dd8-a6e697ea3408,Moon LLC,Maldives,Electronics,79.63,0,Cyber Attack,High,99,1986974.82,79.3,324229.71,411303.79
b12538e7-7b7a-4f15-b59e-7d672765731d,"Smith, Smith and Martin",Canada,Retail,67.59,63,Cyber Attack,Medium,58,401410.91,76.3,42627.63,95134.39
b901b8c1-0c67-4c37-98bb-c3478003ff69,Fletcher LLC,British Indian Ocean Territory (Chagos Archipelago),Retail,91.92,77,Port Congestion,Low,9,44240.36,99.45,2378.85,243.32
7458ed89-ee25-493e-b9c7-f9cfcf3d6e50,Garrett-West,Saint Martin,Electronics,94.22,79,Port Congestion,Low,12,36408.9,75.92,2539.28,8767.26
abd6a410-83ce-4925-a552-050c49047c59,"Wheeler, Barrett and Jones",Saint Kitts and Nevis,Food & Beverage,60.54,79,Labor Strike,Low,16,10508.39,75.24,2039.21,2601.88
39f008ef-d332-4cee-a9a1-e2019a226e6c,Harris Inc,Lesotho,Pharmaceuticals,61.94,27,Natural Disaster,Low,12,22278.01,63.29,1449.01,8178.26
5559906d-a2b3-45d9-b9b5-93104de352ec,Everett and Sons,Equatorial Guinea,Electronics,68.29,58,Cyber Attack,Low,4,48915.64,98.15,8831.88,904.94
49b60919-6e3a-48a6-a303-6601098beaa1,"Hansen, Fox and Peterson",Croatia,Pharmaceuticals,97.79,34,Supplier Bankruptcy,Low,15,14313.63,98.83,1778.61,167.47
1b6735e5-0249-4b9b-8932-8a9a2198e5e8,Stevens LLC,Ireland,Electronics,68.83,1,Raw Material Shortage,Low,24,28580.87,67.91,3018.08,9171.6
2cc7d39a-5a43-463e-b1dc-5cd6cda68ab2,Brown-Moore,Indonesia,Pharmaceuticals,76.42,36,Logistics Delay,Low,15,33437.67,82.42,3529.86,5878.34
8d1eb290-158e-47d6-9a46-c6ec147d7933,Tyler-Mccall,Angola,Retail,88.59,23,Supplier Bankruptcy,Low,11,12348.42,87.25,643.54,1574.42
58aee942-0e43-44a9-9961-d94a03e7232a,"Johnson, Hayden and Brooks",Syrian Arab Republic,Pharmaceuticals,72.46,50,Regulatory Issue,High,139,3259127.58,93.26,347309.52,219665.2
4fafa4e4-e821-4d44-9e2a-d698161bab70,Dixon-Johnson,Argentina,Electronics,98.15,24,Supplier Bankruptcy,Low,1,40448.21,94.91,5873.47,2058.81
ca3bb494-99ba-4ed9-bdb8-9e193efc9825,Jenkins Inc,Bulgaria,Automotive,93.22,47,Supplier Bankruptcy,Low,20,40656.45,74.87,7941.17,10216.97
3e548642-9e82-4100-b06d-25efac101416,"Young, Schaefer and Jones",Mayotte,Pharmaceuticals,88.09,39,Labor Strike,Low,17,37563.06,72.98,4968.12,10149.54
f3fc5d27-03ce-4259-8ea0-039af3929b20,Arroyo Ltd,Vanuatu,Food & Beverage,84.33,95,Supplier Bankruptcy,Low,30,27987.74,56.89,2715.32,12065.51
f1a543a4-e3c5-4fea-8918-f9062611fcb3,Villarreal and Sons,Jersey,Electronics,69.24,60,Natural Disaster,High,32,4597537.98,57.04,609563.53,1975102.32
8b5a126b-fc6b-40d7-9d7b-6f35828df1ed,"Smith, Fowler and Gomez",Bermuda,Electronics,69.41,52,Cyber Attack,High,100,3234610.15,53.96,528518.24,1489214.51
3fc03d16-9fa1-4ec3-9bea-f643912a8c17,Henderson-Carlson,Saint Vincent and the Grenadines,Retail,65.34,71,Labor Strike,Low,5,36153.43,85.75,5559.62,5151.86
6c45975f-baf9-4020-83e0-c9866c0fcf6b,"Meyer, Lopez and Marquez",Solomon Islands,Food & Beverage,62.46,38,Supplier Bankruptcy,Low,18,15688.8,68.83,1691.68,4890.2
6d063474-9412-4b73-b138-5cf7bcbe7afd,Reyes-Henry,Afghanistan,Retail,98.19,30,Port Congestion,High,177,3050823.43,64.31,427146.79,1088838.88
5fdf6c11-fe91-411a-81bd-8e4e04a21cbc,"Chung, Potts and Kerr",Paraguay,Retail,84.61,28,Labor Strike,Low,18,34342.51,80.26,1810.7,6779.21
3e48ca79-c0b2-4658-b967-6b83933d0caf,Bryant and Sons,Micronesia,Electronics,91.51,29,Labor Strike,High,108,504586.55,50.89,69950.86,247802.45
3db0ce4b-59f4-4d86-96ae-61872f51f09d,Ramirez-Rogers,Guyana,Automotive,98.95,68,Cyber Attack,High,79,4431277.49,90.68,263307.31,412995.06
f81114ca-e34f-469c-88b2-fd79c282d79c,Richardson and Sons,Korea,Electronics,72.89,12,Cyber Attack,High,129,534482.68,64.03,77770.09,192253.42
86a0f9fa-aeb9-4023-9aa5-68a70a971444,Baker-Marks,British Virgin Islands,Electronics,62.38,51,Logistics Delay,Low,16,28501.32,56.12,2462.34,12506.38
e7837cc9-4715-4c9c-b9a0-b4af422964cb,Graham-Dominguez,Seychelles,Pharmaceuticals,62.4,78,Raw Material Shortage,High,16,1410552.54,64.58,211277.0,499617.71
441392aa-c975-441d-a82b-dfc6c95e3e50,Phillips Ltd,Sri Lanka,Retail,60.41,40,Regulatory Issue,Low,24,21332.02,88.89,2032.1,2369.99
b5e23795-85f0-4a86-989a-725077f7bfc0,"Clark, Jones and Donovan",United States Virgin Islands,Pharmaceuticals,70.65,97,Port Congestion,Medium,158,72203.74,65.23,11836.98,25105.24
8e4bfafa-78c8-43ce-8fda-1fa6831682c9,Johnson-Mccann,Western Sahara,Pharmaceuticals,64.19,55,Supplier Bankruptcy,High,65,2409103.78,73.46,343283.96,639376.14
cd16570d-105f-4045-aded-e36df90777ae,Taylor-Pierce,Bouvet Island (Bouvetoya),Pharmaceuticals,74.24,45,Port Congestion,High,58,3987334.84,83.38,738190.23,662695.05
bdb2f7a8-295e-4e6e-82b6-f8fd830ecf57,Russell PLC,Saint Kitts and Nevis,Retail,92.47,28,Cyber Attack,Low,11,38832.82,64.42,6865.57,13816.72
fb7d9469-969b-406a-a301-97e7a1e2868c,Lewis Inc,Hungary,Retail,89.92,0,Regulatory Issue,Low,15,36934.44,53.39,7139.43,17215.14
93e9b349-9697-467e-b45a-0f1e66f45ae0,Robertson Ltd,Uruguay,Food & Beverage,71.8,88,Port Congestion,Low,5,12666.12,73.36,2309.01,3374.25
